time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-07-12T02:45:22.540Z,36.1893333,-117.8803333,-0.32,2.61,ml,21,79,0.07451,0.18,ci,ci38540879,2019-07-12T03:06:51.204Z,"15km SE of Olancha, CA",earthquake,0.35,31.61,0.201,26,automatic,ci,ci
2019-07-12T02:18:30.060Z,36.1801682,-117.8863297,0.65,3.65,mw,54,51,0.06745,0.16,ci,ci38540647,2019-07-13T02:20:17.373Z,"16km SE of Olancha, CA",earthquake,0.18,0.37,,4,reviewed,ci,ci
2019-07-12T01:24:08.820Z,36.0326667,-117.35,3.39,2.89,ml,30,58,0.1155,0.15,ci,ci38540023,2019-07-12T01:34:34.630Z,"30km N of Searles Valley, CA",earthquake,0.23,0.89,0.1,25,automatic,ci,ci
2019-07-12T00:08:06.460Z,35.9459991,-117.3756638,-0.05,3.09,ml,51,39,0.09293,0.18,ci,ci38539215,2019-07-12T13:45:37.992Z,"20km N of Searles Valley, CA",earthquake,0.19,0.47,0.162,24,automatic,ci,ci
2019-07-11T23:52:32.250Z,35.9451675,-117.7005005,2.82,3.64,mw,53,33,0.04076,0.17,ci,ci38539039,2019-07-12T23:54:08.424Z,"19km E of Little Lake, CA",earthquake,0.19,0.46,,4,reviewed,ci,ci
2019-07-11T23:51:09.000Z,35.5383339,-117.3861694,4.2,3.29,ml,64,37,0.02213,0.17,ci,ci38539031,2019-07-12T05:34:34.040Z,"25km S of Trona, CA",earthquake,0.18,0.41,0.201,22,automatic,ci,ci
2019-07-11T23:47:01.470Z,35.5523333,-117.3243333,4.78,3.02,ml,23,81,0.04268,0.21,ci,ci38538999,2019-07-12T01:33:46.040Z,"24km SSE of Trona, CA",earthquake,0.32,0.5,0.219,22,automatic,ci,ci
2019-07-11T23:45:18.630Z,35.9481659,-117.7056656,1.54,4.13,mw,57,36,0.09044,0.22,ci,ci38538991,2019-07-19T12:40:11.285Z,"18km E of Little Lake, CA",earthquake,0.21,0.59,,6,reviewed,ci,ci
2019-07-11T23:37:27.260Z,35.9416667,-117.7511667,1.13,2.96,ml,29,71,0.05453,0.27,ci,ci38538911,2019-07-12T03:35:14.040Z,"14km E of Little Lake, CA",earthquake,0.33,0.58,0.153,26,automatic,ci,ci
2019-07-11T23:21:12.780Z,36.1756667,-117.888,0.84,2.56,ml,21,97,0.06387,0.12,ci,ci38538751,2019-07-11T23:32:27.420Z,"16km NNE of Coso Junction, CA",earthquake,0.24,0.38,0.188,26,automatic,ci,ci
2019-07-11T23:06:40.040Z,41.1542,-116.5415,9.2,2.8,ml,8,327.83,0.18,0.1731,nn,nn00694465,2019-07-12T03:49:44.040Z,"61km NW of Carlin, Nevada",earthquake,,4.2,0.14,7,reviewed,nn,nn
2019-07-11T22:37:57.130Z,36.1821667,-117.8895,-0.32,2.65,ml,25,76,0.07029,0.17,ci,ci38538263,2019-07-11T22:42:07.902Z,"15km SE of Olancha, CA",earthquake,0.31,31.61,0.188,26,automatic,ci,ci
2019-07-11T21:42:43.360Z,36.1901667,-117.893,0.71,2.54,ml,27,78,0.07874,0.18,ci,ci38537679,2019-07-11T21:53:13.480Z,"14km SE of Olancha, CA",earthquake,0.35,0.66,0.165,25,automatic,ci,ci
2019-07-11T21:42:35.360Z,35.7468333,-117.449,29.59,2.67,ml,10,158,0.0841,0.16,ci,ci38537671,2019-07-13T01:39:23.738Z,"5km WSW of Searles Valley, CA",earthquake,1.16,0.57,0.338,15,automatic,ci,ci
2019-07-11T21:36:39.520Z,35.7291667,-117.5518333,4.18,2.66,ml,33,55,0.1078,0.18,ci,ci38537591,2019-07-11T21:47:53.470Z,"14km WSW of Searles Valley, CA",earthquake,0.22,0.84,0.146,26,automatic,ci,ci
2019-07-11T20:36:16.300Z,35.61533333,-97.94883333,6.54,2.53,ml,94,40,0.3257360795,0.22,ok,ok2019nmnw,2019-07-15T19:41:27.051Z,"8km N of El Reno, Oklahoma",earthquake,,0.9,0.18,36,reviewed,ok,ok
2019-07-11T19:50:54.150Z,35.8496667,-117.6723333,7.93,2.77,ml,31,46,0.08566,0.21,ci,ci38536527,2019-07-11T20:02:06.130Z,"23km ESE of Little Lake, CA",earthquake,0.26,1.01,0.17,25,automatic,ci,ci
2019-07-11T19:14:57.440Z,35.945,-117.3741667,2.8,2.64,ml,30,50,0.09136,0.16,ci,ci38536167,2019-07-11T19:25:45.450Z,"20km N of Searles Valley, CA",earthquake,0.26,0.63,0.146,25,automatic,ci,ci
2019-07-11T19:13:33.230Z,36.044,-117.714,0.7,2.62,ml,28,62,0.09839,0.13,ci,ci38536159,2019-07-11T20:11:44.629Z,"21km NE of Little Lake, CA",earthquake,0.18,0.34,0.187,25,automatic,ci,ci
2019-07-11T19:07:33.960Z,36.188,-117.8751667,2.35,2.61,ml,26,60,0.07217,0.19,ci,ci38536071,2019-07-11T19:18:26.150Z,"16km SE of Olancha, CA",earthquake,0.35,0.66,0.186,25,automatic,ci,ci
2019-07-11T18:13:01.350Z,35.7581667,-117.3565,0.27,2.54,ml,9,191,0.1778,0.22,ci,ci38535543,2019-07-11T18:16:53.457Z,"2km ESE of Trona, CA",earthquake,1.58,31.61,0.286,4,automatic,ci,ci
2019-07-11T18:12:25.720Z,35.9658333,-117.4726667,0.44,2.54,ml,30,44,0.1089,0.19,ci,ci38535535,2019-07-11T18:28:37.473Z,"23km NNW of Searles Valley, CA",earthquake,0.27,0.57,0.127,25,automatic,ci,ci
2019-07-11T17:47:53.560Z,35.8665,-117.7418333,8.42,2.5,ml,32,42,0.06077,0.16,ci,ci38535359,2019-07-12T02:58:45.109Z,"17km ESE of Little Lake, CA",earthquake,0.2,0.65,0.192,25,automatic,ci,ci
2019-07-11T17:31:03.910Z,35.963501,-117.4820023,0.55,3.06,ml,51,27,0.101,0.21,ci,ci38535183,2019-07-11T21:29:45.605Z,"23km NNW of Searles Valley, CA",earthquake,0.22,0.54,0.171,23,reviewed,ci,ci
2019-07-11T17:23:24.900Z,35.9373333,-117.6906667,2.35,2.64,ml,25,59,0.03435,0.17,ci,ci38535135,2019-07-11T17:34:32.050Z,"19km E of Little Lake, CA",earthquake,0.22,0.36,0.144,25,automatic,ci,ci
2019-07-11T16:41:08.430Z,35.7023315,-117.5091629,1.31,3.53,mw,66,43,0.1217,0.15,ci,ci38534735,2019-07-12T16:43:02.475Z,"12km SW of Searles Valley, CA",earthquake,0.15,0.48,,4,reviewed,ci,ci
2019-07-11T16:40:48.160Z,36.1836667,-117.8555,-0.04,3.19,ml,15,94,0.06595,0.15,ci,ci38534727,2019-07-11T16:44:41.926Z,"17km SE of Olancha, CA",earthquake,0.31,0.54,0.424,20,automatic,ci,ci
2019-07-11T16:19:08.670Z,36.1813316,-117.8816681,-0.86,3.72,mw,56,52,0.06722,0.21,ci,ci38534591,2019-07-12T16:21:03.715Z,"16km SE of Olancha, CA",earthquake,0.22,0.44,,4,reviewed,ci,ci
2019-07-11T15:53:16.850Z,37.5138333,-118.8766667,5.75,2.73,md,38,110,0.08493,0.05,nc,nc73219571,2019-07-15T22:59:03.130Z,"16km SSE of Mammoth Lakes, CA",earthquake,0.19,0.76,0.233,42,reviewed,nc,nc
2019-07-11T15:51:06.290Z,36.1828346,-117.8830032,-0.2,3.26,ml,47,52,0.06899,0.2,ci,ci38534415,2019-07-12T14:23:35.040Z,"16km SE of Olancha, CA",earthquake,0.22,0.47,0.308,22,reviewed,ci,ci
2019-07-11T15:51:00.370Z,35.7533333,-117.559,10.56,3.12,ml,27,61,0.1313,0.23,ci,ci38534407,2019-07-11T16:01:44.680Z,"14km W of Searles Valley, CA",earthquake,0.32,0.94,0.332,23,automatic,ci,ci
2019-07-11T15:32:52.120Z,36.152832,-117.87883,0.14,3.87,mw,57,52,0.04018,0.15,ci,ci38534255,2019-07-19T12:43:10.829Z,"14km NNE of Coso Junction, CA",earthquake,0.18,0.38,,6,reviewed,ci,ci
2019-07-11T15:32:44.930Z,35.6888333,-117.515,7.14,3.81,mlr,23,45,0.07802,0.21,ci,ci38534247,2019-07-12T15:34:10.670Z,"13km SW of Searles Valley, CA",earthquake,0.33,0.94,0.208,11,automatic,ci,ci
2019-07-11T15:22:51.210Z,36.152,-117.8696667,-0.01,2.75,ml,22,55,0.03638,0.22,ci,ci38534167,2019-07-11T15:57:44.730Z,"14km NNE of Coso Junction, CA",earthquake,0.38,31.61,0.168,26,automatic,ci,ci
2019-07-11T15:16:12.630Z,35.933,-117.677,2.13,2.71,ml,27,39,0.1153,0.15,ci,ci38534095,2019-07-11T15:26:47.170Z,"21km E of Little Lake, CA",earthquake,0.21,0.56,0.098,25,automatic,ci,ci
2019-07-11T14:05:52.000Z,35.9481667,-117.3738333,2.45,2.51,ml,27,50,0.09305,0.16,ci,ci38533423,2019-07-11T14:16:43.660Z,"20km N of Searles Valley, CA",earthquake,0.25,0.63,0.133,26,automatic,ci,ci
2019-07-11T13:13:13.570Z,35.8213348,-117.6425018,7.09,3.14,ml,54,39,0.1003,0.19,ci,ci38532975,2019-07-12T13:44:57.254Z,"22km WNW of Searles Valley, CA",earthquake,0.19,0.88,0.228,20,reviewed,ci,ci
2019-07-11T12:54:11.420Z,36.1773333,-117.8776667,2.78,2.68,ml,19,58,0.06242,0.13,ci,ci38532823,2019-07-11T13:05:39.093Z,"16km NNE of Coso Junction, CA",earthquake,0.28,0.96,0.178,26,automatic,ci,ci
2019-07-11T12:21:53.250Z,35.9464989,-117.3828354,1.63,2.67,ml,35,49,0.09797,0.15,ci,ci38532503,2019-07-11T12:33:05.640Z,"20km N of Searles Valley, CA",earthquake,0.22,0.57,0.142,7,automatic,ci,ci
2019-07-11T12:20:42.160Z,35.9459991,-117.379837,0.14,3.52,mw,49,33,0.09568,0.16,ci,ci38532487,2019-07-12T12:22:18.865Z,"20km N of Searles Valley, CA",earthquake,0.16,0.52,,6,reviewed,ci,ci
2019-07-11T12:20:04.600Z,36.0833333,-117.8798333,1.1,2.97,ml,27,56,0.03971,0.13,ci,ci38532479,2019-07-11T15:50:31.758Z,"8km NE of Coso Junction, CA",earthquake,0.22,0.31,0.138,25,reviewed,ci,ci
2019-07-11T12:07:56.140Z,35.542,-117.3805,4.29,2.66,ml,32,72,0.02143,0.15,ci,ci38532399,2019-07-11T12:18:54.150Z,"25km S of Trona, CA",earthquake,0.24,0.44,0.22,24,automatic,ci,ci
2019-07-11T11:39:38.060Z,36.1855,-117.885,1.44,2.72,ml,21,60,0.07204,0.16,ci,ci38532119,2019-07-11T11:48:37.942Z,"15km SE of Olancha, CA",earthquake,0.33,1.08,0.171,25,automatic,ci,ci
2019-07-11T11:37:33.850Z,35.6173325,-117.4213333,2.45,2.99,ml,26,69,0.1032,0.15,ci,ci38532095,2019-07-11T13:42:51.913Z,"17km S of Searles Valley, CA",earthquake,0.26,0.43,0.38,6,reviewed,ci,ci
2019-07-11T11:17:27.630Z,36.1565018,-117.8793335,0.93,3.13,ml,47,52,0.0436,0.18,ci,ci38531903,2019-07-11T13:43:23.316Z,"14km NNE of Coso Junction, CA",earthquake,0.25,0.36,0.243,25,reviewed,ci,ci
2019-07-11T11:16:43.100Z,35.7093333,-117.4961667,2.34,2.75,ml,32,62,0.07368,0.18,ci,ci38531895,2019-07-11T11:27:25.360Z,"10km SW of Searles Valley, CA",earthquake,0.22,0.58,0.186,25,automatic,ci,ci
2019-07-11T10:59:45.720Z,35.9445,-117.3773346,-0.35,3.67,mw,54,37,0.09316,0.2,ci,ci38531775,2019-07-12T11:01:31.547Z,"20km N of Searles Valley, CA",earthquake,0.18,0.52,,6,reviewed,ci,ci
2019-07-11T10:51:59.680Z,35.8258324,-117.6258316,1.97,2.65,ml,48,42,0.1143,0.14,ci,ci38531703,2019-07-11T10:55:46.066Z,"21km WNW of Searles Valley, CA",earthquake,0.17,0.52,0.221,25,automatic,ci,ci
2019-07-11T10:43:35.390Z,36.046833,-117.7271652,0.77,3.55,mw,55,29,0.09224,0.18,ci,ci38531663,2019-07-12T10:45:09.711Z,"20km E of Coso Junction, CA",earthquake,0.17,0.36,,6,reviewed,ci,ci
2019-07-11T10:27:24.420Z,36.0436668,-117.7201691,0.23,3.17,ml,47,29,0.09432,0.2,ci,ci38531503,2019-07-11T13:44:02.096Z,"20km E of Coso Junction, CA",earthquake,0.21,0.45,0.206,30,reviewed,ci,ci
2019-07-11T10:26:29.870Z,36.0485001,-117.7229996,0.52,3.48,mw,53,29,0.09583,0.19,ci,ci38531487,2019-07-12T10:28:11.877Z,"20km E of Coso Junction, CA",earthquake,0.17,0.37,,6,reviewed,ci,ci
2019-07-11T08:48:02.410Z,35.8978348,-117.7089996,9.11,3.48,ml,52,25,0.09998,0.23,ci,ci38530495,2019-07-12T08:49:48.573Z,"18km ESE of Little Lake, CA",earthquake,0.22,0.53,0.23,16,reviewed,ci,ci
2019-07-11T07:55:56.400Z,35.6586685,-117.4639969,3.29,3.28,ml,56,66,0.09309,0.14,ci,ci38530047,2019-07-11T13:44:40.503Z,"13km SSW of Searles Valley, CA",earthquake,0.16,0.63,0.189,22,reviewed,ci,ci
2019-07-11T07:32:22.430Z,35.6698333,-117.5098333,6.12,2.59,ml,26,62,0.06786,0.17,ci,ci38529847,2019-07-11T07:42:52.620Z,"14km SW of Searles Valley, CA",earthquake,0.26,1.01,0.119,25,automatic,ci,ci
2019-07-11T07:28:07.410Z,35.6111667,-117.4631667,9.53,2.85,ml,28,66,0.06271,0.15,ci,ci38529815,2019-07-11T07:38:46.460Z,"18km SSW of Searles Valley, CA",earthquake,0.25,0.47,0.11,25,automatic,ci,ci
2019-07-11T07:19:50.010Z,36.1790009,-117.8830032,1.58,3.53,mw,53,57,0.06539,0.15,ci,ci38529711,2019-07-12T07:21:48.635Z,"16km SE of Olancha, CA",earthquake,0.19,0.42,,6,reviewed,ci,ci
2019-07-11T07:19:35.370Z,35.7176667,-117.4958333,2.79,2.69,ml,8,227,0.07873,0.13,ci,ci38529719,2019-07-11T07:24:53.301Z,"10km WSW of Searles Valley, CA",earthquake,0.8,0.53,0.335,10,automatic,ci,ci
2019-07-11T07:04:05.720Z,36.1780014,-117.8866653,-1.47,4.02,mw,54,52,0.06556,0.18,ci,ci38529591,2019-07-19T12:38:39.653Z,"16km SE of Olancha, CA",earthquake,0.17,0.38,,6,reviewed,ci,ci
2019-07-11T05:52:56.250Z,35.6415,-117.4326667,1.54,2.7,ml,12,123,0.02468,0.25,ci,ci38528879,2019-07-11T05:56:49.242Z,"14km S of Searles Valley, CA",earthquake,0.48,0.63,0.218,26,automatic,ci,ci
2019-07-11T05:52:32.820Z,35.8918333,-117.6928333,2.46,2.74,ml,29,58,0.1016,0.16,ci,ci38528871,2019-07-11T06:03:36.390Z,"20km ESE of Little Lake, CA",earthquake,0.21,0.49,0.141,25,automatic,ci,ci
2019-07-11T05:43:36.080Z,36.0386667,-117.3496667,2.14,2.81,ml,27,58,0.1569,0.19,ci,ci38528807,2019-07-11T06:28:44.845Z,"31km N of Searles Valley, CA",earthquake,0.29,1.61,0.103,26,automatic,ci,ci
2019-07-11T05:42:37.490Z,35.6445,-117.4843333,8.89,2.7,ml,31,54,0.05351,0.13,ci,ci38528791,2019-07-11T05:53:22.220Z,"16km SSW of Searles Valley, CA",earthquake,0.21,0.51,0.094,25,automatic,ci,ci
2019-07-11T05:42:33.130Z,36.059,-117.87,2.23,2.56,ml,14,151,0.05376,0.28,ci,ci38528783,2019-07-11T05:46:31.064Z,"7km ENE of Coso Junction, CA",earthquake,0.75,0.49,0.233,17,automatic,ci,ci
2019-07-11T05:03:46.190Z,35.9613342,-117.2843323,4.14,3.55,mw,50,34,0.07024,0.28,ci,ci38528383,2019-07-13T05:34:18.004Z,"24km NNE of Trona, CA",earthquake,0.26,0.93,,4,reviewed,ci,ci
2019-07-11T04:46:44.650Z,35.9623333,-117.2816667,6.03,2.71,ml,14,89,0.07125,0.17,ci,ci38528191,2019-07-11T04:50:24.757Z,"24km NNE of Trona, CA",earthquake,0.47,1.05,0.129,16,automatic,ci,ci
2019-07-11T04:46:25.250Z,35.9591667,-117.2808333,4.16,2.84,ml,17,90,0.0681,0.22,ci,ci38528183,2019-07-11T04:50:04.757Z,"23km NNE of Trona, CA",earthquake,0.41,1.14,0.132,10,automatic,ci,ci
2019-07-11T04:45:31.100Z,35.9584999,-117.2825012,5.05,3.57,mw,49,34,0.06741,0.22,ci,ci38528167,2019-07-12T04:47:28.672Z,"23km NNE of Trona, CA",earthquake,0.2,0.69,,4,reviewed,ci,ci
2019-07-11T04:29:54.490Z,36.1776657,-117.878334,2.2,2.98,ml,50,51,0.0629,0.18,ci,ci38528039,2019-07-11T04:40:41.610Z,"16km NNE of Coso Junction, CA",earthquake,0.22,0.49,0.272,24,automatic,ci,ci
2019-07-11T04:18:49.310Z,36.0621681,-117.8509979,0.89,3.45,mw,51,53,0.05539,0.18,ci,ci38527943,2019-07-12T04:20:47.670Z,"9km ENE of Coso Junction, CA",earthquake,0.21,0.4,,4,reviewed,ci,ci
2019-07-11T04:15:35.480Z,35.946167,-117.7225037,2.54,2.51,ml,47,30,0.0773,0.2,ci,ci38527919,2019-07-11T04:26:15.850Z,"17km E of Little Lake, CA",earthquake,0.2,0.48,0.264,24,automatic,ci,ci
2019-07-11T04:10:01.380Z,36.0561667,-117.8488333,2.2,4.3,mw,65,52,0.05891,0.15,ci,ci38527863,2019-07-18T01:58:10.240Z,"9km E of Coso Junction, CA",earthquake,0.14,0.2,,6,reviewed,ci,ci
2019-07-11T03:45:53.460Z,36.052,-117.8461667,2.4,2.74,ml,30,72,0.05689,0.14,ci,ci38527655,2019-07-11T03:58:46.195Z,"9km E of Coso Junction, CA",earthquake,0.22,0.28,0.247,25,automatic,ci,ci
2019-07-11T03:19:24.580Z,36.1596667,-117.8675,2.35,2.57,ml,27,56,0.04323,0.14,ci,ci38527327,2019-07-11T13:21:40.194Z,"15km NNE of Coso Junction, CA",earthquake,0.25,0.42,0.194,25,automatic,ci,ci
2019-07-11T02:57:36.570Z,35.8666667,-117.6755,6.38,2.67,ml,33,43,0.08359,0.19,ci,ci38527087,2019-07-11T03:08:01.660Z,"22km ESE of Little Lake, CA",earthquake,0.25,0.77,0.113,25,automatic,ci,ci
2019-07-11T02:57:36.330Z,35.8765,-117.6658333,10.34,2.77,ml,6,189,0.07235,0.09,ci,ci38527079,2019-07-11T17:17:43.690Z,"23km ESE of Little Lake, CA",earthquake,0.4,0.92,0.054,4,reviewed,ci,ci
2019-07-11T02:35:22.460Z,35.9445,-117.7211685,2.44,3.51,mw,59,29,0.05754,0.17,ci,ci38526799,2019-07-12T02:37:22.230Z,"17km E of Little Lake, CA",earthquake,0.15,0.27,,6,reviewed,ci,ci
2019-07-11T01:25:32.920Z,35.8923333,-117.6843333,2.47,2.53,ml,31,40,0.06192,0.18,ci,ci38525927,2019-07-11T01:58:34.843Z,"21km ESE of Little Lake, CA",earthquake,0.21,0.38,0.18,25,automatic,ci,ci
2019-07-11T01:21:50.780Z,36.0341682,-117.8566666,1.68,3.21,ml,49,78,0.03799,0.16,ci,ci38525895,2019-07-11T01:33:03.660Z,"8km E of Coso Junction, CA",earthquake,0.19,0.26,0.277,20,automatic,ci,ci
2019-07-11T01:14:10.060Z,35.8743333,-117.7101667,6.03,2.75,ml,29,44,0.07927,0.14,ci,ci38525815,2019-07-13T01:54:42.510Z,"19km ESE of Little Lake, CA",earthquake,0.19,0.66,0.144,62,reviewed,ci,ci
2019-07-11T00:46:09.520Z,36.0443344,-117.7231674,0.43,3.35,ml,51,43,0.03909,0.2,ci,ci38525495,2019-07-11T13:48:38.503Z,"20km E of Coso Junction, CA",earthquake,0.22,0.36,0.255,21,reviewed,ci,ci
2019-07-11T00:42:53.310Z,36.1793333,-117.8766667,2.57,3.07,ml,21,76,0.0641,0.16,ci,ci38525479,2019-07-13T02:00:52.110Z,"16km SE of Olancha, CA",earthquake,0.3,1.16,0.108,72,reviewed,ci,ci
2019-07-11T00:35:44.360Z,35.8851662,-117.7214966,2.3,2.95,ml,56,24,0.08418,0.2,ci,ci38525407,2019-07-11T00:48:54.937Z,"18km ESE of Little Lake, CA",earthquake,0.19,0.34,0.231,20,automatic,ci,ci
2019-07-11T00:20:19.890Z,36.1764984,-117.8896637,-0.57,3.4,ml,56,57,0.0652,0.21,ci,ci38525247,2019-07-11T00:33:44.581Z,"16km NNE of Coso Junction, CA",earthquake,0.21,0.43,0.223,22,automatic,ci,ci
2019-07-11T00:15:39.320Z,36.1495,-117.8755,1.93,4.37,mw,63,52,0.03597,0.21,ci,ci38525215,2019-07-12T00:20:02.329Z,"13km NNE of Coso Junction, CA",earthquake,0.15,0.27,,4,reviewed,ci,ci
2019-07-11T00:14:37.330Z,36.1763333,-117.8833333,0.78,4.52,mw,66,51,0.063,0.18,ci,ci38525207,2019-07-19T12:40:21.595Z,"16km NNE of Coso Junction, CA",earthquake,0.13,0.27,,6,reviewed,ci,ci
2019-07-11T00:11:41.590Z,36.1565,-117.8661667,1.97,2.68,ml,27,55,0.0399,0.19,ci,ci38525175,2019-07-11T00:22:41.580Z,"14km NNE of Coso Junction, CA",earthquake,0.3,0.52,0.134,24,automatic,ci,ci
2019-07-11T00:10:54.850Z,35.5733333,-117.515,10.56,2.57,ml,38,58,0.06562,0.16,ci,ci38525167,2019-07-11T00:21:36.580Z,"16km ESE of Ridgecrest, CA",earthquake,0.21,0.38,0.213,25,automatic,ci,ci
2019-07-11T00:08:54.460Z,36.1739998,-117.8841629,0.42,3.09,ml,56,52,0.0611,0.2,ci,ci38525143,2019-07-11T00:20:32.960Z,"16km NNE of Coso Junction, CA",earthquake,0.21,0.41,0.238,23,reviewed,ci,ci
2019-07-10T23:58:59.130Z,35.6725006,-117.48983,3.06,3.62,mw,71,40,0.08188,0.16,ci,ci38525047,2019-07-12T00:00:46.774Z,"13km SW of Searles Valley, CA",earthquake,0.17,0.49,,4,reviewed,ci,ci
2019-07-10T23:48:43.340Z,35.616333,-117.4383316,7.65,3.26,ml,65,45,0.05012,0.16,ci,ci38524935,2019-07-11T00:13:28.116Z,"17km S of Searles Valley, CA",earthquake,0.17,0.64,0.268,18,automatic,ci,ci
2019-07-10T23:35:43.650Z,35.9575005,-117.2848358,4.51,3,ml,51,46,0.06642,0.23,ci,ci38524831,2019-07-11T00:20:07.647Z,"23km NNE of Trona, CA",earthquake,0.2,0.8,0.156,24,reviewed,ci,ci
2019-07-10T23:34:13.670Z,35.6745,-117.5118333,9.64,2.83,ml,22,58,0.07012,0.16,ci,ci38524823,2019-07-10T23:38:27.314Z,"14km SW of Searles Valley, CA",earthquake,0.28,0.65,0.07,11,automatic,ci,ci
2019-07-10T23:33:45.640Z,35.9121667,-117.7351667,2.71,2.78,ml,18,55,0.07659,0.16,ci,ci38524807,2019-07-10T23:37:48.790Z,"16km E of Little Lake, CA",earthquake,0.27,0.44,0.446,25,automatic,ci,ci
2019-07-10T23:33:43.610Z,35.365,-117.9003333,0.76,2.94,ml,31,41,0.1071,0.26,ci,ci38524815,2019-07-11T00:19:54.381Z,"24km W of Johannesburg, CA",earthquake,0.3,0.96,0.117,25,reviewed,ci,ci
2019-07-10T23:30:54.990Z,36.0703333,-117.8313333,0.34,2.5,ml,23,74,0.05085,0.26,ci,ci38524775,2019-07-10T23:42:14.920Z,"11km ENE of Coso Junction, CA",earthquake,0.38,0.59,0.145,25,automatic,ci,ci
2019-07-10T23:16:39.540Z,35.7175,-117.5395,6.49,2.68,ml,33,62,0.09826,0.17,ci,ci38524615,2019-07-10T23:37:39.004Z,"13km WSW of Searles Valley, CA",earthquake,0.23,0.75,0.128,25,automatic,ci,ci
2019-07-10T22:21:56.110Z,35.6693333,-117.4141667,9.01,2.59,ml,32,70,0.008814,0.2,ci,ci38523999,2019-07-10T22:39:16.145Z,"11km S of Searles Valley, CA",earthquake,0.3,0.64,0.148,25,automatic,ci,ci
2019-07-10T22:15:48.260Z,36.1728333,-117.8843333,0.81,3.87,mw,64,52,0.06008,0.17,ci,ci38523943,2019-07-19T02:23:39.130Z,"15km NNE of Coso Junction, CA",earthquake,0.12,0.27,,4,reviewed,ci,ci
2019-07-10T22:15:39.050Z,35.6713333,-117.4565,5.08,3.14,ml,18,76,0.02743,0.19,ci,ci38523935,2019-07-10T23:29:28.012Z,"12km SSW of Searles Valley, CA",earthquake,0.35,0.66,0.492,19,reviewed,ci,ci
2019-07-10T21:52:25.450Z,35.9099998,-117.7080002,1.91,2.98,ml,52,24,0.06014,0.18,ci,ci38523695,2019-07-10T23:31:17.549Z,"18km E of Little Lake, CA",earthquake,0.17,0.32,0.176,20,reviewed,ci,ci
2019-07-10T21:40:58.470Z,35.5695,-117.5216675,9.74,2.98,ml,63,31,0.06514,0.16,ci,ci38523567,2019-07-10T23:31:34.831Z,"15km ESE of Ridgecrest, CA",earthquake,0.17,0.42,0.282,22,reviewed,ci,ci
2019-07-10T21:01:36.780Z,35.8636667,-117.6935,5.03,2.78,ml,32,47,0.07992,0.21,ci,ci38523175,2019-07-10T21:12:37.200Z,"21km ESE of Little Lake, CA",earthquake,0.26,1.4,0.187,25,automatic,ci,ci
2019-07-10T20:39:45.470Z,35.6138333,-117.4631667,2.14,2.89,ml,36,66,0.06044,0.13,ci,ci38523023,2019-07-10T21:03:41.374Z,"18km SSW of Searles Valley, CA",earthquake,0.19,0.42,0.161,26,automatic,ci,ci
2019-07-10T20:10:41.820Z,35.6515,-117.5051667,3.11,2.67,ml,6,185,0.06774,0.11,ci,ci37421061,2019-07-10T20:37:46.739Z,"16km ENE of Ridgecrest, CA",earthquake,0.4,0.37,0.227,3,reviewed,ci,ci
2019-07-10T20:09:51.960Z,35.6655,-117.5238333,9.29,4.17,mw,82,18,0.05693,0.16,ci,ci38522647,2019-07-17T00:52:19.473Z,"15km ENE of Ridgecrest, CA",earthquake,0.11,0.27,,4,reviewed,ci,ci
2019-07-10T19:44:11.250Z,36.1143333,-117.8278333,2.45,2.71,ml,28,49,0.02212,0.23,ci,ci38522383,2019-07-10T19:54:35.000Z,"13km NE of Coso Junction, CA",earthquake,0.31,0.51,0.112,26,automatic,ci,ci
2019-07-10T19:29:02.930Z,35.8945,-117.716,2.2,2.58,ml,29,46,0.07534,0.3,ci,ci38522175,2019-07-10T19:40:04.990Z,"18km ESE of Little Lake, CA",earthquake,0.39,0.7,0.153,25,automatic,ci,ci
2019-07-10T19:15:02.480Z,36.1208344,-117.8259964,2.18,3.3,ml,38,89,0.1074,0.17,ci,ci38522055,2019-07-12T17:06:21.040Z,"14km NE of Coso Junction, CA",earthquake,0.24,0.61,0.292,21,reviewed,ci,ci
2019-07-10T18:53:24.770Z,36.152,-117.8746667,3.32,2.61,ml,24,97,0.03791,0.18,ci,ci38521823,2019-07-10T18:57:17.399Z,"14km NNE of Coso Junction, CA",earthquake,0.32,0.64,0.178,28,automatic,ci,ci
2019-07-10T18:51:35.270Z,36.1676674,-117.8748322,1.54,3.7,mw,57,65,0.05253,0.2,ci,ci38521815,2019-07-12T16:05:49.040Z,"15km NNE of Coso Junction, CA",earthquake,0.23,0.44,,4,reviewed,ci,ci
2019-07-10T18:49:01.410Z,36.1621666,-117.8824997,-0.33,4.09,mw,62,53,0.0498,0.22,ci,ci38521799,2019-07-17T01:55:13.855Z,"14km NNE of Coso Junction, CA",earthquake,0.2,0.4,,4,reviewed,ci,ci
2019-07-10T18:47:58.070Z,36.2145004,-117.8625031,1.01,2.53,ml,45,53,0.09692,0.19,ci,ci38521791,2019-07-10T18:59:00.380Z,"15km ESE of Olancha, CA",earthquake,0.25,0.6,0.218,25,automatic,ci,ci
